ID Cluster,Nº Páginas,Identidad Detectada (Ontología),Confianza (Menciones)
1527,1,⚙️ Nodo Técnico / Infraestructura,0
1528,1,⚙️ Nodo Técnico / Infraestructura,0
1529,1,⚙️ Nodo Técnico / Infraestructura,0
1530,1,⚙️ Nodo Técnico / Infraestructura,0
1531,1,⚙️ Nodo Técnico / Infraestructura,0
1532,1,⚙️ Nodo Técnico / Infraestructura,0
1533,1,⚙️ Nodo Técnico / Infraestructura,0
1534,1,⚙️ Nodo Técnico / Infraestructura,0
1535,1,⚙️ Nodo Técnico / Infraestructura,0
1536,1,⚙️ Nodo Técnico / Infraestructura,0
1537,1,⚙️ Nodo Técnico / Infraestructura,0
1538,1,⚙️ Nodo Técnico / Infraestructura,0
1539,1,⚙️ Nodo Técnico / Infraestructura,0
1540,1,⚙️ Nodo Técnico / Infraestructura,0
1541,1,⚙️ Nodo Técnico / Infraestructura,0
1542,1,⚙️ Nodo Técnico / Infraestructura,0
1543,1,⚙️ Nodo Técnico / Infraestructura,0
1544,1,⚙️ Nodo Técnico / Infraestructura,0
1545,1,⚙️ Nodo Técnico / Infraestructura,0
1546,1,⚙️ Nodo Técnico / Infraestructura,0
1547,1,⚙️ Nodo Técnico / Infraestructura,0
1548,1,⚙️ Nodo Técnico / Infraestructura,0
1549,1,⚙️ Nodo Técnico / Infraestructura,0
1550,1,⚙️ Nodo Técnico / Infraestructura,0
1551,1,⚙️ Nodo Técnico / Infraestructura,0
1552,1,⚙️ Nodo Técnico / Infraestructura,0
1553,1,⚙️ Nodo Técnico / Infraestructura,0
1554,1,⚙️ Nodo Técnico / Infraestructura,0
1555,1,⚙️ Nodo Técnico / Infraestructura,0
1556,1,⚙️ Nodo Técnico / Infraestructura,0
1557,1,⚙️ Nodo Técnico / Infraestructura,0
1558,1,⚙️ Nodo Técnico / Infraestructura,0
1559,1,⚙️ Nodo Técnico / Infraestructura,0
1560,1,⚙️ Nodo Técnico / Infraestructura,0
1561,1,⚙️ Nodo Técnico / Infraestructura,0
1562,1,⚙️ Nodo Técnico / Infraestructura,0
1563,1,⚙️ Nodo Técnico / Infraestructura,0
1564,1,⚙️ Nodo Técnico / Infraestructura,0
1565,1,⚙️ Nodo Técnico / Infraestructura,0
1566,1,⚙️ Nodo Técnico / Infraestructura,0
1567,1,⚙️ Nodo Técnico / Infraestructura,0
1568,1,⚙️ Nodo Técnico / Infraestructura,0
1569,1,⚙️ Nodo Técnico / Infraestructura,0
1570,1,⚙️ Nodo Técnico / Infraestructura,0
1571,1,⚙️ Nodo Técnico / Infraestructura,0
1572,1,⚙️ Nodo Técnico / Infraestructura,0
1573,1,⚙️ Nodo Técnico / Infraestructura,0
1574,1,⚙️ Nodo Técnico / Infraestructura,0
1575,1,⚙️ Nodo Técnico / Infraestructura,0
1576,1,⚙️ Nodo Técnico / Infraestructura,0
1577,1,⚙️ Nodo Técnico / Infraestructura,0
1578,1,⚙️ Nodo Técnico / Infraestructura,0
1579,1,⚙️ Nodo Técnico / Infraestructura,0
1580,1,⚙️ Nodo Técnico / Infraestructura,0
1581,1,⚙️ Nodo Técnico / Infraestructura,0
1582,1,⚙️ Nodo Técnico / Infraestructura,0
1583,1,⚙️ Nodo Técnico / Infraestructura,0
1584,1,⚙️ Nodo Técnico / Infraestructura,0
1585,1,⚙️ Nodo Técnico / Infraestructura,0
1586,1,⚙️ Nodo Técnico / Infraestructura,0
1587,1,⚙️ Nodo Técnico / Infraestructura,0
1588,1,⚙️ Nodo Técnico / Infraestructura,0
1589,1,⚙️ Nodo Técnico / Infraestructura,0
1590,1,⚙️ Nodo Técnico / Infraestructura,0
1591,1,⚙️ Nodo Técnico / Infraestructura,0
1592,1,⚙️ Nodo Técnico / Infraestructura,0
1593,1,⚙️ Nodo Técnico / Infraestructura,0
1594,1,⚙️ Nodo Técnico / Infraestructura,0
1595,1,⚙️ Nodo Técnico / Infraestructura,0
1596,1,⚙️ Nodo Técnico / Infraestructura,0
1597,1,⚙️ Nodo Técnico / Infraestructura,0
1598,1,⚙️ Nodo Técnico / Infraestructura,0
1599,1,⚙️ Nodo Técnico / Infraestructura,0
1600,1,⚙️ Nodo Técnico / Infraestructura,0
1601,1,⚙️ Nodo Técnico / Infraestructura,0
1602,1,⚙️ Nodo Técnico / Infraestructura,0
1603,1,⚙️ Nodo Técnico / Infraestructura,0
1604,1,⚙️ Nodo Técnico / Infraestructura,0
1605,1,⚙️ Nodo Técnico / Infraestructura,0
1606,1,⚙️ Nodo Técnico / Infraestructura,0
1607,1,⚙️ Nodo Técnico / Infraestructura,0
1608,1,⚙️ Nodo Técnico / Infraestructura,0
1609,1,⚙️ Nodo Técnico / Infraestructura,0
1610,1,⚙️ Nodo Técnico / Infraestructura,0
1611,1,⚙️ Nodo Técnico / Infraestructura,0
1612,1,⚙️ Nodo Técnico / Infraestructura,0
1613,1,⚙️ Nodo Técnico / Infraestructura,0
1614,1,⚙️ Nodo Técnico / Infraestructura,0
1615,1,⚙️ Nodo Técnico / Infraestructura,0
1616,1,⚙️ Nodo Técnico / Infraestructura,0
1617,1,⚙️ Nodo Técnico / Infraestructura,0
1618,1,⚙️ Nodo Técnico / Infraestructura,0
1619,1,⚙️ Nodo Técnico / Infraestructura,0
1620,1,⚙️ Nodo Técnico / Infraestructura,0
1621,1,⚙️ Nodo Técnico / Infraestructura,0
1622,1,⚙️ Nodo Técnico / Infraestructura,0
1623,1,⚙️ Nodo Técnico / Infraestructura,0
1624,1,⚙️ Nodo Técnico / Infraestructura,0
1625,1,⚙️ Nodo Técnico / Infraestructura,0
1626,1,⚙️ Nodo Técnico / Infraestructura,0
1627,1,⚙️ Nodo Técnico / Infraestructura,0
1628,1,⚙️ Nodo Técnico / Infraestructura,0
1629,1,⚙️ Nodo Técnico / Infraestructura,0
1630,1,⚙️ Nodo Técnico / Infraestructura,0
1631,1,⚙️ Nodo Técnico / Infraestructura,0
1632,1,⚙️ Nodo Técnico / Infraestructura,0
1633,1,⚙️ Nodo Técnico / Infraestructura,0
1634,1,⚙️ Nodo Técnico / Infraestructura,0
1635,1,⚙️ Nodo Técnico / Infraestructura,0
1636,1,⚙️ Nodo Técnico / Infraestructura,0
1637,1,⚙️ Nodo Técnico / Infraestructura,0
1638,1,⚙️ Nodo Técnico / Infraestructura,0
1639,1,⚙️ Nodo Técnico / Infraestructura,0
1640,1,⚙️ Nodo Técnico / Infraestructura,0
1641,1,⚙️ Nodo Técnico / Infraestructura,0
1642,1,⚙️ Nodo Técnico / Infraestructura,0
1643,1,⚙️ Nodo Técnico / Infraestructura,0
1644,1,⚙️ Nodo Técnico / Infraestructura,0
1645,1,⚙️ Nodo Técnico / Infraestructura,0
1646,1,⚙️ Nodo Técnico / Infraestructura,0
1647,1,⚙️ Nodo Técnico / Infraestructura,0
1648,1,⚙️ Nodo Técnico / Infraestructura,0
1649,1,⚙️ Nodo Técnico / Infraestructura,0
1650,1,⚙️ Nodo Técnico / Infraestructura,0
1651,1,⚙️ Nodo Técnico / Infraestructura,0
1652,1,⚙️ Nodo Técnico / Infraestructura,0
1653,1,⚙️ Nodo Técnico / Infraestructura,0
1654,1,⚙️ Nodo Técnico / Infraestructura,0
1655,1,⚙️ Nodo Técnico / Infraestructura,0
1656,1,⚙️ Nodo Técnico / Infraestructura,0
1657,1,⚙️ Nodo Técnico / Infraestructura,0
1658,1,⚙️ Nodo Técnico / Infraestructura,0
1659,1,⚙️ Nodo Técnico / Infraestructura,0
1660,1,⚙️ Nodo Técnico / Infraestructura,0
1661,1,⚙️ Nodo Técnico / Infraestructura,0
1662,1,⚙️ Nodo Técnico / Infraestructura,0
1663,1,⚙️ Nodo Técnico / Infraestructura,0
1664,1,⚙️ Nodo Técnico / Infraestructura,0
1665,1,⚙️ Nodo Técnico / Infraestructura,0
1666,1,⚙️ Nodo Técnico / Infraestructura,0
1667,1,⚙️ Nodo Técnico / Infraestructura,0
1668,1,⚙️ Nodo Técnico / Infraestructura,0
1669,1,⚙️ Nodo Técnico / Infraestructura,0
1670,1,⚙️ Nodo Técnico / Infraestructura,0
1671,1,⚙️ Nodo Técnico / Infraestructura,0
1672,1,⚙️ Nodo Técnico / Infraestructura,0
1673,1,⚙️ Nodo Técnico / Infraestructura,0
1674,1,⚙️ Nodo Técnico / Infraestructura,0
1675,1,⚙️ Nodo Técnico / Infraestructura,0
1676,1,⚙️ Nodo Técnico / Infraestructura,0
1677,1,⚙️ Nodo Técnico / Infraestructura,0
1678,1,⚙️ Nodo Técnico / Infraestructura,0
1679,1,⚙️ Nodo Técnico / Infraestructura,0
1680,1,⚙️ Nodo Técnico / Infraestructura,0
1681,1,⚙️ Nodo Técnico / Infraestructura,0
1682,1,⚙️ Nodo Técnico / Infraestructura,0
1683,1,⚙️ Nodo Técnico / Infraestructura,0
1684,1,⚙️ Nodo Técnico / Infraestructura,0
1685,1,⚙️ Nodo Técnico / Infraestructura,0
1686,1,⚙️ Nodo Técnico / Infraestructura,0
1687,1,⚙️ Nodo Técnico / Infraestructura,0
1688,1,⚙️ Nodo Técnico / Infraestructura,0
1689,1,⚙️ Nodo Técnico / Infraestructura,0
1690,1,⚙️ Nodo Técnico / Infraestructura,0
1691,1,⚙️ Nodo Técnico / Infraestructura,0
1692,1,⚙️ Nodo Técnico / Infraestructura,0
1693,1,⚙️ Nodo Técnico / Infraestructura,0
1694,1,⚙️ Nodo Técnico / Infraestructura,0
1695,1,⚙️ Nodo Técnico / Infraestructura,0
1696,1,⚙️ Nodo Técnico / Infraestructura,0
1697,1,⚙️ Nodo Técnico / Infraestructura,0
1698,1,⚙️ Nodo Técnico / Infraestructura,0
1699,1,⚙️ Nodo Técnico / Infraestructura,0
1700,1,⚙️ Nodo Técnico / Infraestructura,0
1701,1,⚙️ Nodo Técnico / Infraestructura,0
1702,1,⚙️ Nodo Técnico / Infraestructura,0
1703,1,⚙️ Nodo Técnico / Infraestructura,0
1704,1,⚙️ Nodo Técnico / Infraestructura,0
1705,1,⚙️ Nodo Técnico / Infraestructura,0
1706,1,⚙️ Nodo Técnico / Infraestructura,0
1707,1,⚙️ Nodo Técnico / Infraestructura,0
1708,1,⚙️ Nodo Técnico / Infraestructura,0
1709,1,⚙️ Nodo Técnico / Infraestructura,0
1710,1,⚙️ Nodo Técnico / Infraestructura,0
1711,1,⚙️ Nodo Técnico / Infraestructura,0
1712,1,⚙️ Nodo Técnico / Infraestructura,0
1713,1,⚙️ Nodo Técnico / Infraestructura,0
1714,1,⚙️ Nodo Técnico / Infraestructura,0
1715,1,⚙️ Nodo Técnico / Infraestructura,0
1716,1,⚙️ Nodo Técnico / Infraestructura,0
1717,1,⚙️ Nodo Técnico / Infraestructura,0
1718,1,⚙️ Nodo Técnico / Infraestructura,0
1719,1,⚙️ Nodo Técnico / Infraestructura,0
1720,1,⚙️ Nodo Técnico / Infraestructura,0
1721,1,⚙️ Nodo Técnico / Infraestructura,0
1722,1,⚙️ Nodo Técnico / Infraestructura,0
1723,1,⚙️ Nodo Técnico / Infraestructura,0
1724,1,⚙️ Nodo Técnico / Infraestructura,0
1725,1,⚙️ Nodo Técnico / Infraestructura,0
1726,1,⚙️ Nodo Técnico / Infraestructura,0
1727,1,⚙️ Nodo Técnico / Infraestructura,0
1728,1,⚙️ Nodo Técnico / Infraestructura,0
1729,1,⚙️ Nodo Técnico / Infraestructura,0
1730,1,⚙️ Nodo Técnico / Infraestructura,0
1731,1,⚙️ Nodo Técnico / Infraestructura,0
1732,1,⚙️ Nodo Técnico / Infraestructura,0
1733,1,⚙️ Nodo Técnico / Infraestructura,0
1734,1,⚙️ Nodo Técnico / Infraestructura,0
1735,1,⚙️ Nodo Técnico / Infraestructura,0
1736,1,⚙️ Nodo Técnico / Infraestructura,0
1737,1,⚙️ Nodo Técnico / Infraestructura,0
1738,1,⚙️ Nodo Técnico / Infraestructura,0
1739,1,⚙️ Nodo Técnico / Infraestructura,0
1740,1,⚙️ Nodo Técnico / Infraestructura,0
1741,1,⚙️ Nodo Técnico / Infraestructura,0
1742,1,⚙️ Nodo Técnico / Infraestructura,0
1743,1,⚙️ Nodo Técnico / Infraestructura,0
1744,1,⚙️ Nodo Técnico / Infraestructura,0
1745,1,⚙️ Nodo Técnico / Infraestructura,0
1746,1,⚙️ Nodo Técnico / Infraestructura,0
1747,1,⚙️ Nodo Técnico / Infraestructura,0
1748,1,⚙️ Nodo Técnico / Infraestructura,0
1749,1,⚙️ Nodo Técnico / Infraestructura,0
1750,1,⚙️ Nodo Técnico / Infraestructura,0
1751,1,⚙️ Nodo Técnico / Infraestructura,0
1752,1,⚙️ Nodo Técnico / Infraestructura,0
1753,1,⚙️ Nodo Técnico / Infraestructura,0
1754,1,⚙️ Nodo Técnico / Infraestructura,0
1755,1,⚙️ Nodo Técnico / Infraestructura,0
1756,1,⚙️ Nodo Técnico / Infraestructura,0
1757,1,⚙️ Nodo Técnico / Infraestructura,0
1758,1,⚙️ Nodo Técnico / Infraestructura,0
1759,1,⚙️ Nodo Técnico / Infraestructura,0
1760,1,⚙️ Nodo Técnico / Infraestructura,0
1761,1,⚙️ Nodo Técnico / Infraestructura,0
1762,1,⚙️ Nodo Técnico / Infraestructura,0
1763,1,⚙️ Nodo Técnico / Infraestructura,0
1764,1,⚙️ Nodo Técnico / Infraestructura,0
1765,1,⚙️ Nodo Técnico / Infraestructura,0
1766,1,⚙️ Nodo Técnico / Infraestructura,0
1767,1,⚙️ Nodo Técnico / Infraestructura,0
1768,1,⚙️ Nodo Técnico / Infraestructura,0
1769,1,⚙️ Nodo Técnico / Infraestructura,0
1770,1,⚙️ Nodo Técnico / Infraestructura,0
1771,1,⚙️ Nodo Técnico / Infraestructura,0
1772,1,⚙️ Nodo Técnico / Infraestructura,0
1773,1,⚙️ Nodo Técnico / Infraestructura,0
1774,1,⚙️ Nodo Técnico / Infraestructura,0
1775,1,⚙️ Nodo Técnico / Infraestructura,0
1776,1,⚙️ Nodo Técnico / Infraestructura,0
1777,1,⚙️ Nodo Técnico / Infraestructura,0
1778,1,⚙️ Nodo Técnico / Infraestructura,0
1779,1,⚙️ Nodo Técnico / Infraestructura,0
1780,1,⚙️ Nodo Técnico / Infraestructura,0
1781,1,⚙️ Nodo Técnico / Infraestructura,0
1782,1,⚙️ Nodo Técnico / Infraestructura,0
1783,1,⚙️ Nodo Técnico / Infraestructura,0
1784,1,⚙️ Nodo Técnico / Infraestructura,0
1785,1,⚙️ Nodo Técnico / Infraestructura,0
1786,1,⚙️ Nodo Técnico / Infraestructura,0
1787,1,⚙️ Nodo Técnico / Infraestructura,0
1788,1,⚙️ Nodo Técnico / Infraestructura,0
1789,1,⚙️ Nodo Técnico / Infraestructura,0
1790,1,⚙️ Nodo Técnico / Infraestructura,0
1791,1,⚙️ Nodo Técnico / Infraestructura,0
1792,1,⚙️ Nodo Técnico / Infraestructura,0
1793,1,⚙️ Nodo Técnico / Infraestructura,0
1794,1,⚙️ Nodo Técnico / Infraestructura,0
1795,1,⚙️ Nodo Técnico / Infraestructura,0
1796,1,⚙️ Nodo Técnico / Infraestructura,0
1797,1,⚙️ Nodo Técnico / Infraestructura,0
1798,1,⚙️ Nodo Técnico / Infraestructura,0
1799,1,⚙️ Nodo Técnico / Infraestructura,0
1800,1,⚙️ Nodo Técnico / Infraestructura,0
1801,1,⚙️ Nodo Técnico / Infraestructura,0
1802,1,⚙️ Nodo Técnico / Infraestructura,0
1803,1,⚙️ Nodo Técnico / Infraestructura,0
1804,1,⚙️ Nodo Técnico / Infraestructura,0
1805,1,⚙️ Nodo Técnico / Infraestructura,0
1806,1,⚙️ Nodo Técnico / Infraestructura,0
1807,1,⚙️ Nodo Técnico / Infraestructura,0
1808,1,⚙️ Nodo Técnico / Infraestructura,0
1809,1,⚙️ Nodo Técnico / Infraestructura,0
1810,1,⚙️ Nodo Técnico / Infraestructura,0
1811,1,⚙️ Nodo Técnico / Infraestructura,0
1812,1,⚙️ Nodo Técnico / Infraestructura,0
1813,1,⚙️ Nodo Técnico / Infraestructura,0
1814,1,⚙️ Nodo Técnico / Infraestructura,0
1815,1,⚙️ Nodo Técnico / Infraestructura,0
1816,1,⚙️ Nodo Técnico / Infraestructura,0
1817,1,⚙️ Nodo Técnico / Infraestructura,0
1818,1,⚙️ Nodo Técnico / Infraestructura,0
1819,1,⚙️ Nodo Técnico / Infraestructura,0
1820,1,⚙️ Nodo Técnico / Infraestructura,0
1821,1,⚙️ Nodo Técnico / Infraestructura,0
1822,1,⚙️ Nodo Técnico / Infraestructura,0
1823,1,⚙️ Nodo Técnico / Infraestructura,0
1824,1,⚙️ Nodo Técnico / Infraestructura,0
1825,1,⚙️ Nodo Técnico / Infraestructura,0
1826,1,⚙️ Nodo Técnico / Infraestructura,0
1827,1,⚙️ Nodo Técnico / Infraestructura,0
3,1,⚙️ Nodo Técnico / Infraestructura,0
1860,1,⚙️ Nodo Técnico / Infraestructura,0
1861,1,⚙️ Nodo Técnico / Infraestructura,0
1862,1,⚙️ Nodo Técnico / Infraestructura,0
1863,1,⚙️ Nodo Técnico / Infraestructura,0
9,1,⚙️ Nodo Técnico / Infraestructura,0
1864,1,⚙️ Nodo Técnico / Infraestructura,0
1835,1,⚙️ Nodo Técnico / Infraestructura,0
12,1,⚙️ Nodo Técnico / Infraestructura,0
13,1,⚙️ Nodo Técnico / Infraestructura,0
14,1,⚙️ Nodo Técnico / Infraestructura,0
1865,1,⚙️ Nodo Técnico / Infraestructura,0
16,1,⚙️ Nodo Técnico / Infraestructura,0
17,1,⚙️ Nodo Técnico / Infraestructura,0
1866,1,⚙️ Nodo Técnico / Infraestructura,0
1868,1,⚙️ Nodo Técnico / Infraestructura,0
1869,1,⚙️ Nodo Técnico / Infraestructura,0
1870,1,⚙️ Nodo Técnico / Infraestructura,0
22,1,⚙️ Nodo Técnico / Infraestructura,0
23,1,⚙️ Nodo Técnico / Infraestructura,0
24,1,⚙️ Nodo Técnico / Infraestructura,0
25,1,⚙️ Nodo Técnico / Infraestructura,0
26,1,⚙️ Nodo Técnico / Infraestructura,0
27,1,⚙️ Nodo Técnico / Infraestructura,0
28,1,⚙️ Nodo Técnico / Infraestructura,0
1871,1,⚙️ Nodo Técnico / Infraestructura,0
1872,1,⚙️ Nodo Técnico / Infraestructura,0
1873,1,⚙️ Nodo Técnico / Infraestructura,0
1874,1,⚙️ Nodo Técnico / Infraestructura,0
1875,1,⚙️ Nodo Técnico / Infraestructura,0
1876,1,⚙️ Nodo Técnico / Infraestructura,0
1859,1,⚙️ Nodo Técnico / Infraestructura,0
1828,1,⚙️ Nodo Técnico / Infraestructura,0
1829,1,⚙️ Nodo Técnico / Infraestructura,0
1830,1,⚙️ Nodo Técnico / Infraestructura,0
1831,1,⚙️ Nodo Técnico / Infraestructura,0
1832,1,⚙️ Nodo Técnico / Infraestructura,0
1833,1,⚙️ Nodo Técnico / Infraestructura,0
1834,1,⚙️ Nodo Técnico / Infraestructura,0
1867,1,⚙️ Nodo Técnico / Infraestructura,0
1836,1,⚙️ Nodo Técnico / Infraestructura,0
1837,1,⚙️ Nodo Técnico / Infraestructura,0
1838,1,⚙️ Nodo Técnico / Infraestructura,0
1839,1,⚙️ Nodo Técnico / Infraestructura,0
1840,1,⚙️ Nodo Técnico / Infraestructura,0
1841,1,⚙️ Nodo Técnico / Infraestructura,0
1842,1,⚙️ Nodo Técnico / Infraestructura,0
1843,1,⚙️ Nodo Técnico / Infraestructura,0
1844,1,⚙️ Nodo Técnico / Infraestructura,0
1845,1,⚙️ Nodo Técnico / Infraestructura,0
1846,1,⚙️ Nodo Técnico / Infraestructura,0
1847,1,⚙️ Nodo Técnico / Infraestructura,0
1848,1,⚙️ Nodo Técnico / Infraestructura,0
1849,1,⚙️ Nodo Técnico / Infraestructura,0
1850,1,⚙️ Nodo Técnico / Infraestructura,0
1851,1,⚙️ Nodo Técnico / Infraestructura,0
1852,1,⚙️ Nodo Técnico / Infraestructura,0
1853,1,⚙️ Nodo Técnico / Infraestructura,0
1854,1,⚙️ Nodo Técnico / Infraestructura,0
1855,1,⚙️ Nodo Técnico / Infraestructura,0
1856,1,⚙️ Nodo Técnico / Infraestructura,0
1857,1,⚙️ Nodo Técnico / Infraestructura,0
1858,1,⚙️ Nodo Técnico / Infraestructura,0
1891,1,⚙️ Nodo Técnico / Infraestructura,0
